 3.3960000000000000E+06, 4.2828375815756102E+13, 0.0000000000000000E+00,  100,  100,    1
    1,    0, 4.3655745684783293E-11, 0.0000000000000000E+00
    1,    1,-3.8198777474018279E-11, 1.3824319466914341E-10
    2,    0,-8.7502243695780635E-04, 0.0000000000000000E+00
    2,    1, 3.4924596548207241E-10, 2.3374013835317870E-10
    2,    2,-8.4632963989861310E-05, 4.8939426051219925E-05
    3,    0,-1.1897296644747261E-05, 0.0000000000000000E+00
    3,    1, 3.8050638977438262E-06, 2.5177722363878268E-05
    3,    2,-1.5947316114761634E-05, 8.3624690887518244E-06
    3,    3, 3.5056291380897164E-05, 2.5571327569196004E-05
    4,    0, 5.1283277571201265E-06, 0.0000000000000000E+00
    4,    1, 4.2165047489106706E-06, 3.7638819776475383E-06
    4,    2,-9.5189898274838882E-07,-8.9809836936183274E-06
    4,    3, 6.4567020672256999E-06,-1.9410072127356935E-07
    4,    4, 3.0834780773148004E-07,-1.2873125342593996E-05
    5,    0,-1.7257407307624711E-06, 0.0000000000000000E+00
    5,    1, 4.8766378313299457E-07, 2.1168962121010331E-06
    5,    2,-4.2850151658058065E-06,-1.1663942132145272E-06
    5,    3, 3.3113174140453038E-06, 2.6918860385192785E-07
    5,    4,-4.6408968046307513E-06,-3.3821270335465733E-06
    5,    5,-4.4491207518149167E-06, 3.7803038139827605E-06
    6,    0, 1.4230608940126212E-06, 0.0000000000000000E+00
    6,    1, 1.8198043107982918E-06,-1.5953555703158865E-06
    6,    2, 9.2945992946632114E-07, 1.4384277164934986E-06
    6,    3, 9.5134600996954476E-07, 3.1990930438030421E-07
    6,    4, 1.0081566870212947E-06, 2.6298221200704359E-06
    6,    5, 1.6602280084043735E-06, 1.6218982636928935E-06
    6,    6, 2.7619826141744945E-06, 8.2113547250628715E-07
    7,    0, 1.5199184417735110E-06, 0.0000000000000000E+00
    7,    1, 1.7136335372905230E-06,-4.9173831939463199E-07
    7,    2, 3.0994415283207123E-06,-6.2771141529152285E-07
    7,    3, 8.6333602666771447E-07,-4.3446198105861651E-07
    7,    4, 2.4801120162012654E-06,-4.8987567424784737E-07
    7,    5,-1.7252750694753913E-07,-1.3555400073525960E-06
    7,    6,-5.6088902056209581E-07,-1.9045546650886108E-06
    7,    7, 4.3898762669412927E-07,-1.7757411114871483E-06
    8,    0,-7.1525573729989361E-07, 0.0000000000000000E+00
    8,    1, 8.0466270445921830E-07,-5.6624412535572350E-07
    8,    2, 2.4437904357928346E-06, 5.9604644771929933E-08
    8,    3,-1.2591481208837728E-06,-1.5720725059527345E-06
    8,    4, 1.5906989574445646E-06, 7.4505805968650030E-08
    8,    5,-2.7194619178774137E-06,-1.5981495380388910E-06
    8,    6,-9.1909896582319635E-07,-1.7751008272167742E-06
    8,    7,-4.8743095248948311E-07, 1.6344711184502080E-06
    8,    8,-3.0477531254296177E-07,-2.4703331291685028E-07
    9,    0, 3.3378601074399024E-06, 0.0000000000000000E+00
    9,    1, 3.4570693969406630E-06,-4.4107437133380530E-06
    9,    2, 4.5299530029368958E-06, 3.5762786863771750E-07
    9,    3,-1.0728836059710892E-06,-2.1606683731135709E-06
    9,    4, 4.1723251343396303E-07, 6.8545341491399528E-07
    9,    5,-1.9297003746046335E-06,-1.6093254089295010E-06
    9,    6, 7.7579170465695539E-07, 4.7683715820493850E-07
    9,    7,-6.5099447965678318E-07, 9.1083347797419718E-07
    9,    8, 1.2600794434541684E-06,-1.3411045074542901E-07
    9,    9,-1.1771917343139579E-06,-6.6589564085012813E-07
   10,    0,-1.0490417480410874E-05, 0.0000000000000000E+00
   10,    1, 1.2397766113175933E-05,-1.9192695617534262E-05
   10,    2, 9.0599060058846081E-06,-5.7220458984913484E-06
   10,    3, 1.1920928950241403E-07,-1.6689300537260200E-06
   10,    4, 4.7683715822860439E-07,-5.9604644776722489E-07
   10,    5, 1.5795230865412489E-06,-1.4901161193595562E-06
   10,    6, 4.0978193284060352E-07, 1.0728836059653743E-06
   10,    7, 5.2154064176102079E-08,-3.8743019103907413E-07
   10,    8, 6.1839818954085042E-07, 9.3877315520750861E-07
   10,    9,-1.4919787645340474E-06,-1.5944242477420431E-06
   10,   10,-2.8358772397046678E-07, 7.4238050729047946E-07
   11,    0,-3.8146972654647397E-06, 0.0000000000000000E+00
   11,    1,-7.6293945315585639E-06,-5.0544738769090786E-05
   11,    2, 1.0490417480547290E-05,-2.5749206543144204E-05
   11,    3,-9.5367431655549001E-07, 4.7683715817062090E-07
   11,    4, 2.3841857919300902E-07,-5.2452087402857814E-06
   11,    5, 9.6559524535865929E-06, 2.3841857911088681E-06
   11,    6,-1.1622905730830112E-06, 4.0531158447595748E-06
   11,    7,-5.3644180298713376E-07,-2.3245811462377589E-06
   11,    8,-1.3113021850777312E-06, 2.4437904357672398E-06
   11,    9,-7.5995922088685886E-07,-1.3113021850598042E-06
   11,   10,-7.4505805975431680E-09, 1.8924474716194657E-06
   11,   11,-6.1467289924746228E-08,-2.7939677238470841E-07
   12,    0,-7.6293945312119093E-05, 0.0000000000000000E+00
   12,    1, 5.7220458983568116E-05,-1.2969970703001241E-04
   12,    2, 9.1552734375217925E-05,-1.9073486328634033E-05
   12,    3,-6.6757202152569242E-06,-1.3828277587938904E-05
   12,    4, 7.6293945315402884E-06,-3.8146972656423079E-05
   12,    5, 1.6212463378813049E-05,-5.7220458981287345E-06
   12,    6,-2.9802322386460097E-06,-4.7683715808944614E-07
   12,    7,-3.5762786865511639E-06, 3.8146972656280120E-06
   12,    8, 4.7683715819520202E-06, 2.3841857900542066E-07
   12,    9,-7.7486038208399788E-07,-1.9073486328148107E-06
   12,   10, 2.3841857909813358E-07, 1.0505318641710303E-06
   12,   11, 4.6193599700822459E-07,-1.3895332813268335E-06
   12,   12,-1.8626451491401452E-08,-1.2665987014874031E-07
   13,    0,-6.1035156249240604E-05, 0.0000000000000000E+00
   13,    1,-3.0517578126878191E-05,-2.8610229491873163E-04
   13,    2, 3.0517578125053961E-04,-9.9182128907565557E-05
   13,    3,-5.3405761719773765E-05,-2.9563903808599706E-05
   13,    4, 9.5367431648821619E-06,-1.4877319335988485E-04
   13,    5, 4.7683715820027084E-05,-4.1961669920955224E-05
   13,    6,-4.7683715784049744E-07,-2.0980834960595488E-05
   13,    7,-3.8146972657031074E-06, 7.1525573730362346E-06
   13,    8, 7.6293945309673146E-06, 2.0027160644197987E-05
   13,    9,-5.0067901611503469E-06, 1.9073486328162659E-06
   13,   10,-1.9073486328257539E-06,-1.5497207641374757E-06
   13,   11,-1.1920928955136977E-06, 7.7486038207741611E-07
   13,   12,-1.4156103134083650E-06,-1.9073486328198815E-06
   13,   13, 3.7252902984537455E-07, 8.7916851043778051E-07
   14,    0, 4.2724609375119105E-04, 0.0000000000000000E+00
   14,    1, 1.0681152343363967E-04,-4.6920776366466495E-04
   14,    2, 6.8664550781369327E-04, 1.1444091796573210E-04
   14,    3,-3.8146972658508468E-05,-7.0571899413793699E-05
   14,    4, 5.3405761720812376E-05,-1.6021728515756218E-04
   14,    5, 1.3542175292891799E-04,-7.6293945310032153E-05
   14,    6,-3.6239624022495748E-05, 5.3405761719649176E-05
   14,    7,-4.7683715820500785E-05, 2.4795532226470648E-05
   14,    8, 5.9127807616302805E-05,-3.8146972657259853E-05
   14,    9,-3.8146972656842440E-06,-5.7220458983810588E-06
   14,   10,-4.7683715820699416E-06,-6.9141387938592201E-06
   14,   11,-1.9073486328387182E-06, 7.6293945312402523E-06
   14,   12,-2.3841857906210408E-07,-3.6554622740199582E-17
   14,   13, 1.1920928954565219E-07, 5.9604644775859924E-07
   14,   14, 1.3411045075415506E-07,-1.7881393433254863E-07
   15,    0, 1.0986328125011581E-03, 0.0000000000000000E+00
   15,    1,-5.1879882813189563E-04,-1.0223388671726137E-03
   15,    2, 5.4931640625236031E-04,-3.2043457031859972E-04
   15,    3,-1.0681152344189498E-04,-1.9836425781134213E-04
   15,    4,-6.8664550776636611E-05,-5.0354003906542518E-04
   15,    5, 1.9836425781067892E-04, 8.3923339849705821E-05
   15,    6,-1.2588500976345790E-04, 4.5776367189558493E-05
   15,    7,-5.7220458984744496E-05, 3.8146972652242734E-06
   15,    8,-9.9182128908697464E-05, 8.3923339841038654E-05
   15,    9,-8.3923339843899986E-05, 1.1444091796904835E-04
   15,   10,-2.8610229492269069E-05,-1.0967254638409515E-05
   15,   11, 9.5367431639635716E-06, 2.7179718017550891E-05
   15,   12,-5.4836273191621551E-06,-8.5830688477993799E-06
   15,   13,-2.3841857912447882E-07, 2.8610229492397640E-06
   15,   14, 8.3446502692765703E-07, 4.7683715815250986E-07
   15,   15,-2.9802322386591629E-07, 1.2852251529234541E-07
   16,    0, 3.0517578124386853E-05, 0.0000000000000000E+00
   16,    1, 1.3427734374896211E-03,-1.1901855468474923E-03
   16,    2, 1.3427734375041881E-03,-4.2724609376072661E-04
   16,    3,-1.6784667969491876E-04,-6.8664550777994358E-05
   16,    4, 1.8310546875911199E-04,-3.3569335938053268E-04
   16,    5, 3.8909912109000522E-04,-1.2207031248711838E-04
   16,    6,-1.5258789062058093E-04,-2.4414062499593278E-04
   16,    7, 1.8310546874949105E-04, 6.8664550779929089E-05
   16,    8, 6.1035156244001048E-05, 9.1552734368488295E-05
   16,    9,-4.5776367187755086E-05,-9.1552734373872498E-05
   16,   10,-7.2479248046960313E-05,-3.4332275389985023E-05
   16,   11,-8.7738037109700315E-05, 7.5340270996040570E-05
   16,   12,-1.9073486321683590E-06, 1.5258789062034098E-05
   16,   13,-4.7683715821172171E-06, 1.7166137695385765E-05
   16,   14, 3.8146972659886727E-06, 3.3378601073943817E-05
   16,   15,-1.9073486327302402E-06,-1.6987323761320466E-06
   16,   16,-9.5367431643355157E-07, 1.3597309592354135E-07
   17,    0, 8.0871582030626920E-04, 0.0000000000000000E+00
   17,    1, 1.9531249999877375E-03,-2.1133422851111680E-03
   17,    2, 3.6621093750670687E-04,-4.8828125001606495E-04
   17,    3,-1.8310546876050654E-04, 3.8146972663323647E-05
   17,    4,-9.1552734359314129E-05,-1.2207031250084663E-03
   17,    5, 6.8664550780594958E-04,-6.4086914060018413E-04
   17,    6,-1.5258789054524668E-05,-1.8310546874318525E-04
   17,    7,-7.6293945312608529E-05, 1.6784667968389793E-04
   17,    8,-9.7656250001300522E-04, 4.2724609373592012E-04
   17,    9,-1.3732910156260454E-04,-2.7465820312157425E-04
   17,   10,-3.8146972656042131E-05,-1.1444091796754358E-04
   17,   11, 3.8146972655305958E-05, 8.5830688476527101E-05
   17,   12,-1.1444091794812212E-05, 3.9672851562370460E-04
   17,   13,-6.4849853515913533E-05, 4.5776367187691775E-05
   17,   14,-1.9073486326723157E-05, 5.3405761717582091E-05
   17,   15,-2.8610229491776906E-05,-5.4836273194967789E-06
   17,   16, 1.1920928953239350E-06, 1.6689300539326156E-06
   17,   17, 5.9604644780763059E-07,-5.9604644790765649E-08
   18,    0,-4.8828125001782624E-04, 0.0000000000000000E+00
   18,    1, 2.3193359374911130E-03,-2.4719238280603872E-03
   18,    2, 2.1972656250097921E-03, 7.3242187498031685E-04
   18,    3,-2.4414062501151672E-04, 2.7465820313724297E-04
   18,    4,-2.7465820310202055E-04,-4.2724609375914020E-04
   18,    5, 4.4250488280319841E-04, 4.8828125004217395E-04
   18,    6,-2.1362304686229123E-04, 2.1362304688436211E-04
   18,    7,-6.4086914062283626E-04, 5.3405761717907477E-04
   18,    8,-9.1552734377478649E-04,-2.4414062502750366E-04
   18,    9,-3.0517578124886018E-04,-5.4931640624128280E-04
   18,   10,-9.4604492187348743E-04,-9.1552734373478742E-05
   18,   11,-1.5258789062743024E-04, 3.6621093750024492E-04
   18,   12, 6.8664550787037336E-05, 1.2207031249686491E-04
   18,   13,-9.9182128907135617E-05,-4.5776367187186062E-05
   18,   14, 1.3732910156685231E-04, 1.2207031249592564E-04
   18,   15, 1.5904235783373822E-15,-2.2411346436143088E-05
   18,   16, 1.3351440428863300E-05,-1.3113021839580983E-06
   18,   17,-7.6293945308306137E-06,-9.0599060059665602E-06
   18,   18, 4.1723251343066485E-06,-3.0994415285710868E-06
   19,    0, 7.3242187496456058E-04, 0.0000000000000000E+00
   19,    1,-2.9296874999964265E-03,-2.5634765624208563E-03
   19,    2,-1.9531249999868089E-03, 9.7656249998205309E-04
   19,    3, 9.1552734367893773E-05, 1.6405072640546330E-14
   19,    4, 4.5776367190225847E-04,-9.7656250000247523E-04
   19,    5, 5.7983398436560214E-04,-9.7656249993772223E-04
   19,    6,-1.0375976562321991E-03, 9.8355871041662851E-15
   19,    7, 3.6621093750893009E-04, 1.5258789060780954E-04
   19,    8, 7.3242187495897531E-04, 1.3427734374514971E-03
   19,    9,-1.4038085937448245E-03,-1.0986328124811325E-03
   19,   10,-2.4414062499478011E-04,-3.2043457031228473E-04
   19,   11,-5.7983398438055350E-04, 3.5858154297013350E-04
   19,   12,-3.2043457029818804E-04, 4.8828124999327101E-04
   19,   13,-1.6784667968998355E-04,-8.5449218750009942E-04
   19,   14, 1.1087622031183488E-14, 3.3569335936308120E-04
   19,   15,-1.0681152343244109E-04,-3.8146972658062881E-05
   19,   16, 2.6702880856572988E-05,-1.5735626216521140E-05
   19,   17, 7.6293945334080976E-06, 1.4305114745580304E-05
   19,   18, 1.7166137695507585E-05,-1.1444091798600955E-05
   19,   19,-8.5830688477719649E-06,-7.1525573724261322E-07
   20,    0, 1.0253906249945563E-02, 0.0000000000000000E+00
   20,    1, 1.9531250000255165E-03, 3.6621093757940111E-04
   20,    2, 2.9296875000164378E-03, 1.8310546874917906E-03
   20,    3, 1.0070800781307638E-03, 3.9672851563980050E-04
   20,    4, 7.9345703127273691E-04,-9.1552734373273907E-04
   20,    5, 9.0026855468483102E-04, 1.2207031257790619E-04
   20,    6,-7.0190429685335932E-04,-4.8828124999339146E-04
   20,    7,-1.2817382812260506E-03, 3.2806396481297823E-04
   20,    8, 1.2207031244238902E-04,-3.6621093757665364E-04
   20,    9,-3.0517578123584298E-04,-2.5634765624652054E-03
   20,   10,-1.1596679687369174E-03,-9.9182128911500683E-05
   20,   11,-3.0517578136218775E-05, 6.4086914062955647E-04
   20,   12,-7.6293945281309184E-05, 2.4414062498685738E-04
   20,   13,-8.2397460938129911E-04,-2.4414062500303132E-04
   20,   14,-5.4931640622691246E-04, 3.0517578122058570E-04
   20,   15,-8.5449218748640486E-04,-2.1362304687968264E-04
   20,   16, 2.1362304686746862E-04,-5.4359436022336461E-05
   20,   17,-7.6293945227840531E-06,-3.8146972675439582E-06
   20,   18, 6.1035156250873311E-05, 1.9073486320221430E-05
   20,   19, 3.4332275389804896E-05,-1.9073486323135339E-06
   20,   20,-1.9073486328477658E-06, 1.1205673217228992E-05
   21,    0,-1.2207031256523219E-04, 0.0000000000000000E+00
   21,    1, 3.2958984375498880E-03, 9.7656250005895610E-04
   21,    2,-8.5449218748169184E-04, 2.0751953125080162E-03
   21,    3, 1.0986328125268813E-03, 3.2043457031463593E-04
   21,    4, 1.0070800781291855E-03,-1.0223388671370425E-03
   21,    5,-4.7302246092301105E-04, 3.6621093757869286E-04
   21,    6, 9.1552734396778572E-05, 5.7983398437625442E-04
   21,    7,-4.8828124994970413E-04, 3.6621093745192181E-04
   21,    8,-2.0751953125653991E-03, 1.0986328123935084E-03
   21,    9,-1.1596679687213654E-03,-3.4179687499459287E-03
   21,   10,-1.2207031247440922E-04,-6.1035156267560321E-05
   21,   11,-3.9672851564480658E-04, 9.1552734376137458E-04
   21,   12,-3.9672851556547670E-04,-2.0751953125242402E-03
   21,   13, 3.0517578110716897E-05, 9.7656249998639142E-04
   21,   14, 2.6855468750379497E-03, 1.0986328124391424E-03
   21,   15,-4.8828124996862487E-04,-7.6293945313551665E-04
   21,   16,-3.6621093751608701E-04, 5.7220459016781667E-05
   21,   17, 2.7465820315172173E-04,-5.7220458990243881E-05
   21,   18, 2.3651123047175259E-04,-2.7465820315261994E-04
   21,   19,-3.8350314637631300E-15, 7.2479248049451606E-05
   21,   20,-1.5258789062522270E-04,-5.7220458988013386E-05
   21,   21,-4.8986619850852179E-16,-6.6757202141179097E-06
   22,    0,-1.9531250000583596E-03, 0.0000000000000000E+00
   22,    1,-7.3242187493765165E-04,-7.3242187499795042E-03
   22,    2,-1.0986328124841026E-03, 2.8686523437742501E-03
   22,    3, 4.8828125005007171E-04,-6.1035156272761212E-05
   22,    4,-2.7465820315390152E-04,-3.3569335929118494E-04
   22,    5,-1.8310546870922104E-04, 6.7138671880718169E-04
   22,    6, 5.6457519532688628E-04,-1.1749267578109249E-03
   22,    7, 1.3427734375861409E-03,-8.5449218756413446E-04
   22,    8,-3.6621093750526428E-03, 4.8828124987556633E-04
   22,    9,-4.8828124995628963E-04, 1.2207031256865970E-04
   22,   10,-1.2207031246121211E-04, 2.7465820308883671E-04
   22,   11,-2.9827774987859968E-14, 1.8920898437728745E-03
   22,   12,-2.7465820302689868E-04, 2.3193359374560135E-03
   22,   13,-4.4250488284116685E-04,-3.6621093754185568E-04
   22,   14, 4.3945312500435285E-03, 1.7089843748968800E-03
   22,   15,-4.6386718749371458E-03,-1.0986328125209034E-03
   22,   16,-1.0070800781514892E-03,-1.4877319329153089E-04
   22,   17, 2.1362304694439572E-04,-2.5177001954629509E-04
   22,   18, 9.1552734383348452E-05, 1.5258789054758306E-04
   22,   19, 9.1552734361454317E-05, 2.2125244141621241E-04
   22,   20, 1.6784667968662792E-04, 2.5177001951505462E-04
   22,   21,-1.5258789065368352E-05, 1.0299682617656506E-04
   22,   22,-7.6293945310803977E-06,-7.6293945316982973E-06
   23,    0,-6.3476562500339520E-03, 0.0000000000000000E+00
   23,    1, 1.7089843750498731E-03,-3.9062500000226060E-03
   23,    2, 4.8828125000465220E-04, 1.3580322265965435E-03
   23,    3, 2.4414062500639011E-03,-5.2349707182026197E-14
   23,    4,-1.0070800781951379E-03, 5.4931640633804730E-04
   23,    5,-8.2397460930871134E-04,-6.7138671873256646E-04
   23,    6, 9.3078613280572981E-04,-1.2207031249799551E-03
   23,    7, 4.8828125011950326E-04,-6.1035156256873929E-04
   23,    8,-2.1972656250128552E-03, 8.5449218739122232E-04
   23,    9,-2.3651123042266948E-04,-4.8828124993421956E-04
   23,   10, 3.7050247196516778E-04, 2.5177001947925356E-04
   23,   11,-2.5634765625363390E-03, 1.3427734375375646E-03
   23,   12,-3.5095214830133039E-04,-8.5449218758009001E-04
   23,   13,-8.4686279301935991E-04, 7.3242187489777947E-04
   23,   14,-3.6621093748631032E-04,-9.7656250013447706E-04
   23,   15,-7.3242187498897297E-03,-7.3242187503723573E-04
   23,   16,-1.1596679687800348E-03,-7.8201293829225388E-05
   23,   17, 4.2724609389889619E-04,-5.1879882815778129E-04
   23,   18,-4.8828124998071031E-04,-3.3569335955241673E-04
   23,   19,-2.0141601562877732E-03, 1.2207031253052560E-04
   23,   20,-7.3242187500229287E-04, 4.5776367132452237E-05
   23,   21,-7.6293945323413254E-05,-2.5939941404235195E-04
   23,   22,-1.5258789061704968E-05,-1.5258789064653127E-05
   23,   23,-7.6293945326795172E-06, 8.5830688501941504E-06
   24,    0,-8.7890625000072806E-03, 0.0000000000000000E+00
   24,    1, 4.3640136718898293E-03,-8.3007812500535995E-03
   24,    2, 2.4414062499816275E-03, 3.0517578128936093E-04
   24,    3, 1.0986328125577832E-03,-3.0517578132180790E-04
   24,    4,-1.1596679688600003E-03,-8.2397460934199678E-04
   24,    5,-1.2207031249251361E-03, 4.7302246091587814E-04
   24,    6, 1.7089843749505083E-03,-1.0375976561865508E-03
   24,    7, 7.3242187512699303E-04, 2.6245117187019382E-03
   24,    8,-1.0375976562047816E-03,-3.8408156696406686E-14
   24,    9, 4.2724609376786104E-04, 1.0986328125350896E-03
   24,   10, 5.7983398439153994E-04, 4.4250488276814529E-04
   24,   11,-3.1738281250308573E-03,-2.8076171874501206E-03
   24,   12, 1.5187703047165339E-13, 1.2626647947787362E-03
   24,   13,-2.7465820320374723E-04, 8.5449218729264623E-04
   24,   14, 2.6855468749144955E-03,-4.8828125010851129E-04
   24,   15,-9.0332031248288938E-03,-6.1035156309599298E-05
   24,   16, 1.5258789062381612E-03,-9.9182128750905824E-05
   24,   17, 2.7465820338538503E-04,-5.4931640631125796E-04
   24,   18, 1.4648437500377029E-03,-9.7656250033254020E-04
   24,   19,-2.4414062500838036E-03, 7.5812738378416267E-14
   24,   20, 1.5869140624965709E-03,-6.4086914077484498E-04
